,count,datetime,val1,val2,val3,val4
4465,第4466回,2016年8月10日,0,6,6,8
4466,第4467回,2016年8月11日,7,8,6,9
4467,第4468回,2016年8月12日,4,6,0,5
4468,第4469回,2016年8月15日,8,2,0,8
4469,第4470回,2016年8月16日,0,3,1,1
4470,第4471回,2016年8月17日,1,0,6,5
4471,第4472回,2016年8月18日,3,8,3,8
4472,第4473回,2016年8月19日,5,8,6,3
4473,第4474回,2016年8月22日,1,7,7,6
4474,第4475回,2016年8月23日,4,0,9,7
4475,第4476回,2016年8月24日,9,4,8,4
4476,第4477回,2016年8月25日,1,9,0,4
4477,第4478回,2016年8月26日,8,6,9,9
4478,第4479回,2016年8月29日,9,9,2,9
4479,第4480回,2016年8月30日,7,7,3,6
4480,第4481回,2016年8月31日,1,3,5,5
4481,第4482回,2016年9月1日,0,0,2,5
4482,第4483回,2016年9月2日,0,3,8,8
4483,第4484回,2016年9月5日,6,8,6,9
4484,第4485回,2016年9月6日,9,2,2,8
4485,第4486回,2016年9月7日,6,7,3,2
4486,第4487回,2016年9月8日,7,6,5,6
4487,第4488回,2016年9月9日,3,9,5,2
4488,第4489回,2016年9月12日,6,5,7,2
4489,第4490回,2016年9月13日,3,5,3,7
4490,第4491回,2016年9月14日,2,8,6,1
4491,第4492回,2016年9月15日,8,2,2,0
4492,第4493回,2016年9月16日,7,2,8,1
4493,第4494回,2016年9月19日,9,0,2,4
4494,第4495回,2016年9月20日,9,1,0,9
4495,第4496回,2016年9月21日,8,0,1,4
4496,第4497回,2016年9月22日,7,1,7,0
4497,第4498回,2016年9月23日,6,7,6,5
4498,第4499回,2016年9月26日,4,5,6,4
4499,第4500回,2016年9月27日,1,3,6,2
4500,第4501回,2016年9月28日,1,6,1,3
4501,第4502回,2016年9月29日,7,0,1,5
4502,第4503回,2016年9月30日,8,5,9,7
4503,第4504回,2016年10月3日,2,9,6,4
4504,第4505回,2016年10月4日,9,4,2,7
4505,第4506回,2016年10月5日,4,4,3,9
4506,第4507回,2016年10月6日,1,0,1,9
4507,第4508回,2016年10月7日,8,7,8,6
4508,第4509回,2016年10月10日,8,0,1,9
4509,第4510回,2016年10月11日,1,0,9,8
4510,第4511回,2016年10月12日,0,2,3,7
4511,第4512回,2016年10月13日,6,8,3,8
4512,第4513回,2016年10月14日,9,3,8,4
4513,第4514回,2016年10月17日,1,4,0,4
4514,第4515回,2016年10月18日,3,7,4,1
4515,第4516回,2016年10月19日,0,9,9,5
4516,第4517回,2016年10月20日,2,2,7,7
4517,第4518回,2016年10月21日,3,0,8,1
4518,第4519回,2016年10月24日,4,8,2,0
4519,第4520回,2016年10月25日,5,9,3,0
4520,第4521回,2016年10月26日,5,0,3,0
4521,第4522回,2016年10月27日,5,5,5,0
4522,第4523回,2016年10月28日,0,4,9,4
4523,第4524回,2016年10月31日,8,9,5,3
4524,第4525回,2016年11月1日,7,5,4,3
4525,第4526回,2016年11月2日,2,0,7,3
4526,第4527回,2016年11月3日,5,4,0,4
4527,第4528回,2016年11月4日,5,8,3,1
4528,第4529回,2016年11月7日,5,3,1,4
4529,第4530回,2016年11月8日,2,6,4,5
4530,第4531回,2016年11月9日,6,4,3,3
4531,第4532回,2016年11月10日,3,2,9,4
4532,第4533回,2016年11月11日,0,3,7,1
4533,第4534回,2016年11月14日,9,7,7,1
4534,第4535回,2016年11月15日,3,7,5,6
4535,第4536回,2016年11月16日,1,0,9,7
4536,第4537回,2016年11月17日,0,3,2,8
4537,第4538回,2016年11月18日,3,0,9,4
4538,第4539回,2016年11月21日,8,4,6,9
4539,第4540回,2016年11月22日,9,8,1,7
4540,第4541回,2016年11月23日,5,7,6,9
4541,第4542回,2016年11月24日,0,9,9,0
4542,第4543回,2016年11月25日,1,4,1,5
4543,第4544回,2016年11月28日,3,6,9,5
4544,第4545回,2016年11月29日,2,1,5,0
4545,第4546回,2016年11月30日,8,5,7,3
4546,第4547回,2016年12月1日,3,0,5,7
4547,第4548回,2016年12月2日,3,6,6,9
4548,第4549回,2016年12月5日,0,2,6,1
4549,第4550回,2016年12月6日,0,7,5,0
4550,第4551回,2016年12月7日,4,8,0,2
4551,第4552回,2016年12月8日,9,5,8,3
4552,第4553回,2016年12月9日,7,6,3,3
4553,第4554回,2016年12月12日,4,7,6,1
4554,第4555回,2016年12月13日,6,6,1,2
4555,第4556回,2016年12月14日,6,0,0,7
4556,第4557回,2016年12月15日,4,7,9,6
4557,第4558回,2016年12月16日,6,1,2,1
4558,第4559回,2016年12月19日,0,4,2,0
4559,第4560回,2016年12月20日,8,3,2,2
4560,第4561回,2016年12月21日,3,0,8,0
4561,第4562回,2016年12月22日,6,0,5,8
4562,第4563回,2016年12月23日,1,0,1,8
4563,第4564回,2016年12月26日,4,7,5,3
4564,第4565回,2016年12月27日,0,9,0,5
4565,第4566回,2016年12月28日,7,7,0,3
4566,第4567回,2016年12月29日,7,5,4,6
4567,第4568回,2016年12月30日,3,5,9,8
4568,第4569回,2017年1月4日,4,5,9,9
4569,第4570回,2017年1月5日,4,8,2,3
4570,第4571回,2017年1月6日,5,5,7,5
4571,第4572回,2017年1月9日,1,2,4,1
4572,第4573回,2017年1月10日,3,7,9,9
4573,第4574回,2017年1月11日,0,9,6,0
4574,第4575回,2017年1月12日,3,2,3,0
4575,第4576回,2017年1月13日,4,0,3,4
4576,第4577回,2017年1月16日,0,8,1,8
4577,第4578回,2017年1月17日,9,4,5,9
4578,第4579回,2017年1月18日,4,8,6,3
4579,第4580回,2017年1月19日,9,0,3,2
4580,第4581回,2017年1月20日,7,0,9,7
4581,第4582回,2017年1月23日,6,9,4,0
4582,第4583回,2017年1月24日,2,0,5,4
4583,第4584回,2017年1月25日,2,5,0,8
4584,第4585回,2017年1月26日,9,1,7,8
4585,第4586回,2017年1月27日,1,3,0,0
4586,第4587回,2017年1月30日,1,9,1,2
4587,第4588回,2017年1月31日,6,6,5,2
4588,第4589回,2017年2月1日,6,6,4,6
4589,第4590回,2017年2月2日,6,1,0,9
4590,第4591回,2017年2月3日,3,4,0,2
4591,第4592回,2017年2月6日,3,2,9,3
4592,第4593回,2017年2月7日,4,7,8,7
4593,第4594回,2017年2月8日,1,7,0,2
4594,第4595回,2017年2月9日,8,7,8,5
4595,第4596回,2017年2月10日,1,3,2,0
4596,第4597回,2017年2月13日,5,5,7,1
4597,第4598回,2017年2月14日,7,8,3,7
4598,第4599回,2017年2月15日,7,9,8,5
4599,第4600回,2017年2月16日,7,4,9,9
4600,第4601回,2017年2月17日,3,8,7,7
4601,第4602回,2017年2月20日,7,3,2,8
4602,第4603回,2017年2月21日,4,0,8,8
4603,第4604回,2017年2月22日,5,2,5,6
4604,第4605回,2017年2月23日,4,6,7,1
4605,第4606回,2017年2月24日,5,8,1,2
4606,第4607回,2017年2月27日,2,8,8,2
4607,第4608回,2017年2月28日,1,3,4,7
4608,第4609回,2017年3月1日,9,1,3,9
4609,第4610回,2017年3月2日,1,3,4,0
4610,第4611回,2017年3月3日,7,9,2,5
4611,第4612回,2017年3月6日,0,4,7,4
4612,第4613回,2017年3月7日,6,5,0,5
4613,第4614回,2017年3月8日,8,3,1,9
4614,第4615回,2017年3月9日,4,7,5,6
4615,第4616回,2017年3月10日,1,5,1,5
4616,第4617回,2017年3月13日,3,8,0,6
4617,第4618回,2017年3月14日,3,7,4,8
4618,第4619回,2017年3月15日,5,7,5,0
4619,第4620回,2017年3月16日,9,8,0,8
4620,第4621回,2017年3月17日,0,6,8,1
4621,第4622回,2017年3月20日,2,8,9,8
4622,第4623回,2017年3月21日,7,9,5,9
4623,第4624回,2017年3月22日,0,2,8,9
4624,第4625回,2017年3月23日,4,3,7,8
4625,第4626回,2017年3月24日,8,1,9,4
4626,第4627回,2017年3月27日,8,5,7,6
4627,第4628回,2017年3月28日,1,7,0,9
4628,第4629回,2017年3月29日,4,9,9,5
4629,第4630回,2017年3月30日,5,7,9,3
4630,第4631回,2017年3月31日,3,4,9,1
4631,第4632回,2017年4月3日,2,5,8,1
4632,第4633回,2017年4月4日,0,9,2,4
4633,第4634回,2017年4月5日,5,9,7,1
4634,第4635回,2017年4月6日,9,8,0,0
4635,第4636回,2017年4月7日,8,6,6,7
4636,第4637回,2017年4月10日,2,5,1,9
4637,第4638回,2017年4月11日,9,7,4,2
4638,第4639回,2017年4月12日,5,9,5,1
4639,第4640回,2017年4月13日,7,2,2,3
4640,第4641回,2017年4月14日,8,6,6,1
4641,第4642回,2017年4月17日,0,0,6,2
4642,第4643回,2017年4月18日,5,5,2,0
4643,第4644回,2017年4月19日,2,9,6,6
4644,第4645回,2017年4月20日,5,8,8,1
4645,第4646回,2017年4月21日,1,3,0,7
4646,第4647回,2017年4月24日,1,3,1,5
4647,第4648回,2017年4月25日,2,1,5,9
4648,第4649回,2017年4月26日,3,7,8,7
4649,第4650回,2017年4月27日,8,4,0,2
4650,第4651回,2017年4月28日,6,1,5,4
4651,第4652回,2017年5月1日,5,4,7,4
4652,第4653回,2017年5月2日,4,0,8,7
4653,第4654回,2017年5月3日,1,9,1,9
4654,第4655回,2017年5月4日,6,3,4,7
4655,第4656回,2017年5月5日,5,6,9,6
4656,第4657回,2017年5月8日,0,2,0,2
4657,第4658回,2017年5月9日,1,7,5,5
4658,第4659回,2017年5月10日,6,8,4,1
4659,第4660回,2017年5月11日,5,4,5,8
4660,第4661回,2017年5月12日,2,8,5,1
4661,第4662回,2017年5月15日,5,1,3,4
4662,第4663回,2017年5月16日,3,9,0,6
4663,第4664回,2017年5月17日,9,1,2,9
4664,第4665回,2017年5月18日,6,4,2,3
4665,第4666回,2017年5月19日,8,6,5,3
4666,第4667回,2017年5月22日,7,5,6,8
4667,第4668回,2017年5月23日,6,1,8,1
4668,第4669回,2017年5月24日,0,2,0,9
4669,第4670回,2017年5月25日,9,0,1,7
4670,第4671回,2017年5月26日,2,2,3,8
4671,第4672回,2017年5月29日,5,8,5,3
4672,第4673回,2017年5月30日,6,5,4,1
4673,第4674回,2017年5月31日,6,8,0,6
4674,第4675回,2017年6月1日,9,4,8,3
4675,第4676回,2017年6月2日,5,3,5,1
4676,第4677回,2017年6月5日,9,2,9,5
4677,第4678回,2017年6月6日,9,1,7,9
4678,第4679回,2017年6月7日,4,8,7,4
4679,第4680回,2017年6月8日,3,8,4,7
4680,第4681回,2017年6月9日,3,1,9,2
4681,第4682回,2017年6月12日,6,6,6,9
4682,第4683回,2017年6月13日,2,3,1,8
4683,第4684回,2017年6月14日,4,5,2,3
4684,第4685回,2017年6月15日,6,0,0,3
4685,第4686回,2017年6月16日,0,8,2,3
4686,第4687回,2017年6月19日,0,7,9,5
4687,第4688回,2017年6月20日,9,9,6,3
4688,第4689回,2017年6月21日,8,6,2,7
4689,第4690回,2017年6月22日,6,5,5,4
4690,第4691回,2017年6月23日,8,2,3,9
4691,第4692回,2017年6月26日,8,7,6,6
4692,第4693回,2017年6月27日,1,1,7,1
4693,第4694回,2017年6月28日,8,6,4,7
4694,第4695回,2017年6月29日,0,9,7,3
4695,第4696回,2017年6月30日,2,4,5,0
4696,第4697回,2017年7月3日,0,5,5,1
4697,第4698回,2017年7月4日,6,9,9,5
4698,第4699回,2017年7月5日,3,9,9,7
4699,第4700回,2017年7月6日,6,1,8,0
4700,第4701回,2017年7月7日,4,3,4,8
4701,第4702回,2017年7月10日,0,1,0,1
4702,第4703回,2017年7月11日,5,1,6,9
4703,第4704回,2017年7月12日,0,0,9,6
4704,第4705回,2017年7月13日,3,2,3,3
4705,第4706回,2017年7月14日,3,6,0,0
4706,第4707回,2017年7月17日,4,7,1,4
4707,第4708回,2017年7月18日,4,9,9,3
4708,第4709回,2017年7月19日,2,9,6,6
4709,第4710回,2017年7月20日,8,8,5,5
4710,第4711回,2017年7月21日,1,5,3,4
4711,第4712回,2017年7月24日,8,4,6,2
4712,第4713回,2017年7月25日,6,2,9,7
4713,第4714回,2017年7月26日,7,9,7,9
4714,第4715回,2017年7月27日,1,6,0,5
4715,第4716回,2017年7月28日,9,1,1,4
4716,第4717回,2017年7月31日,6,7,3,0
4717,第4718回,2017年8月1日,6,9,8,5
4718,第4719回,2017年8月2日,2,4,2,9
4719,第4720回,2017年8月3日,8,6,2,0
4720,第4721回,2017年8月4日,5,5,4,7
4721,第4722回,2017年8月7日,1,8,7,6
4722,第4723回,2017年8月8日,5,8,5,1
4723,第4724回,2017年8月9日,7,3,9,4
4724,第4725回,2017年8月10日,7,8,7,7
4725,第4726回,2017年8月11日,6,6,3,1
4726,第4727回,2017年8月14日,9,0,4,5
4727,第4728回,2017年8月15日,5,6,3,6
4728,第4729回,2017年8月16日,7,9,8,4
4729,第4730回,2017年8月17日,6,3,8,0
4730,第4731回,2017年8月18日,4,5,4,0
4731,第4732回,2017年8月21日,3,2,1,9
4732,第4733回,2017年8月22日,7,5,1,1
4733,第4734回,2017年8月23日,5,2,0,0
4734,第4735回,2017年8月24日,1,7,4,3
4735,第4736回,2017年8月25日,7,3,8,5
4736,第4737回,2017年8月28日,6,7,2,9
4737,第4738回,2017年8月29日,3,5,4,3
4738,第4739回,2017年8月30日,3,7,0,2
4739,第4740回,2017年8月31日,2,7,3,8
4740,第4741回,2017年9月1日,5,1,9,4
4741,第4742回,2017年9月4日,0,0,5,3
4742,第4743回,2017年9月5日,7,6,1,4
4743,第4744回,2017年9月6日,0,1,3,7
4744,第4745回,2017年9月7日,7,2,5,9
4745,第4746回,2017年9月8日,4,5,3,8
4746,第4747回,2017年9月11日,2,0,2,3
4747,第4748回,2017年9月12日,7,4,3,6
4748,第4749回,2017年9月13日,0,4,9,0
4749,第4750回,2017年9月14日,0,5,3,1
4750,第4751回,2017年9月15日,1,9,3,6
4751,第4752回,2017年9月18日,2,6,8,2
4752,第4753回,2017年9月19日,3,6,1,3
4753,第4754回,2017年9月20日,5,0,1,2
4754,第4755回,2017年9月21日,2,1,0,0
4755,第4756回,2017年9月22日,3,1,6,2
4756,第4757回,2017年9月25日,9,8,1,0
4757,第4758回,2017年9月26日,1,4,3,1
4758,第4759回,2017年9月27日,5,2,2,4
4759,第4760回,2017年9月28日,0,6,7,1
4760,第4761回,2017年9月29日,3,2,3,6
4761,第4762回,2017年10月2日,6,5,3,8
4762,第4763回,2017年10月3日,3,3,5,7
4763,第4764回,2017年10月4日,2,1,3,5
4764,第4765回,2017年10月5日,2,5,2,4
4765,第4766回,2017年10月6日,9,1,5,9
4766,第4767回,2017年10月9日,5,8,5,9
4767,第4768回,2017年10月10日,7,9,2,0
4768,第4769回,2017年10月11日,2,6,9,9
4769,第4770回,2017年10月12日,8,0,6,1
4770,第4771回,2017年10月13日,6,8,5,6
4771,第4772回,2017年10月16日,6,7,0,8
4772,第4773回,2017年10月17日,6,8,6,3
4773,第4774回,2017年10月18日,7,1,8,7
4774,第4775回,2017年10月19日,4,6,1,5
4775,第4776回,2017年10月20日,6,8,9,7
4776,第4777回,2017年10月23日,6,1,3,5
4777,第4778回,2017年10月24日,5,3,5,9
4778,第4779回,2017年10月25日,3,3,0,9
4779,第4780回,2017年10月26日,6,3,4,1
4780,第4781回,2017年10月27日,6,7,0,1
4781,第4782回,2017年10月30日,9,5,4,2
4782,第4783回,2017年10月31日,4,9,2,4
4783,第4784回,2017年11月1日,3,8,8,0
4784,第4785回,2017年11月2日,1,3,4,3
4785,第4786回,2017年11月3日,3,1,8,5
4786,第4787回,2017年11月6日,2,5,3,3
4787,第4788回,2017年11月7日,7,8,9,3
4788,第4789回,2017年11月8日,8,5,6,0
4789,第4790回,2017年11月9日,2,1,1,4
4790,第4791回,2017年11月10日,6,3,5,1
4791,第4792回,2017年11月13日,4,7,0,0
4792,第4793回,2017年11月14日,9,0,3,3
4793,第4794回,2017年11月15日,5,8,0,8
4794,第4795回,2017年11月16日,5,3,6,0
4795,第4796回,2017年11月17日,5,8,6,3
4796,第4797回,2017年11月20日,8,6,4,2
4797,第4798回,2017年11月21日,9,8,4,0
4798,第4799回,2017年11月22日,3,5,9,8
4799,第4800回,2017年11月23日,9,1,8,2
4800,第4801回,2017年11月24日,7,2,8,8
4801,第4802回,2017年11月27日,9,6,9,8
4802,第4803回,2017年11月28日,6,2,2,9
4803,第4804回,2017年11月29日,0,7,4,0
4804,第4805回,2017年11月30日,6,2,8,7
4805,第4806回,2017年12月1日,9,0,3,5
4806,第4807回,2017年12月4日,1,5,5,6
4807,第4808回,2017年12月5日,2,3,4,8
4808,第4809回,2017年12月6日,4,9,7,4
4809,第4810回,2017年12月7日,4,9,9,1
4810,第4811回,2017年12月8日,0,3,8,2
4811,第4812回,2017年12月11日,3,6,2,7
4812,第4813回,2017年12月12日,8,5,2,8
4813,第4814回,2017年12月13日,1,9,2,0
4814,第4815回,2017年12月14日,8,8,3,5
4815,第4816回,2017年12月15日,6,9,0,7
4816,第4817回,2017年12月18日,0,9,9,1
4817,第4818回,2017年12月19日,8,3,1,8
4818,第4819回,2017年12月20日,8,3,3,3
4819,第4820回,2017年12月21日,9,4,3,6
4820,第4821回,2017年12月22日,0,5,8,7
4821,第4822回,2017年12月25日,8,8,9,4
4822,第4823回,2017年12月26日,6,9,3,3
4823,第4824回,2017年12月27日,4,5,4,3
4824,第4825回,2017年12月28日,9,6,6,4
4825,第4826回,2017年12月29日,7,7,8,9
4826,第4827回,2018年1月4日,5,3,1,9
4827,第4828回,2018年1月5日,6,4,8,9
4828,第4829回,2018年1月8日,5,3,4,6
4829,第4830回,2018年1月9日,9,7,5,1
4830,第4831回,2018年1月10日,1,5,2,3
4831,第4832回,2018年1月11日,5,8,2,0
4832,第4833回,2018年1月12日,7,7,5,1
4833,第4834回,2018年1月15日,6,6,0,5
4834,第4835回,2018年1月16日,5,5,6,4
4835,第4836回,2018年1月17日,3,5,0,6
4836,第4837回,2018年1月18日,6,1,1,0
4837,第4838回,2018年1月19日,3,0,2,7
4838,第4839回,2018年1月22日,3,1,4,6
4839,第4840回,2018年1月23日,0,3,4,1
4840,第4841回,2018年1月24日,6,4,4,3
4841,第4842回,2018年1月25日,0,5,1,7
4842,第4843回,2018年1月26日,8,3,3,4
4843,第4844回,2018年1月29日,9,0,1,6
4844,第4845回,2018年1月30日,4,9,4,5
4845,第4846回,2018年1月31日,4,1,4,8
4846,第4847回,2018年2月1日,7,1,6,3
4847,第4848回,2018年2月2日,8,9,0,5
4848,第4849回,2018年2月5日,2,8,5,9
4849,第4850回,2018年2月6日,2,6,6,6
4850,第4851回,2018年2月7日,2,8,6,4
4851,第4852回,2018年2月8日,2,6,7,5
4852,第4853回,2018年2月9日,9,6,0,0
4853,第4854回,2018年2月12日,9,2,4,6
4854,第4855回,2018年2月13日,1,5,0,9
4855,第4856回,2018年2月14日,6,6,4,7
4856,第4857回,2018年2月15日,3,2,7,5
4857,第4858回,2018年2月16日,1,5,4,0
4858,第4859回,2018年2月19日,5,5,5,0
4859,第4860回,2018年2月20日,4,6,8,7
4860,第4861回,2018年2月21日,8,9,8,7
4861,第4862回,2018年2月22日,2,9,7,9
4862,第4863回,2018年2月23日,0,7,5,7
4863,第4864回,2018年2月26日,5,5,1,0
4864,第4865回,2018年2月27日,7,3,3,6
4865,第4866回,2018年2月28日,0,6,2,6
4866,第4867回,2018年3月1日,5,0,6,1
4867,第4868回,2018年3月2日,1,1,0,7
4868,第4869回,2018年3月5日,6,9,7,6
4869,第4870回,2018年3月6日,3,5,0,1
4870,第4871回,2018年3月7日,8,0,8,3
4871,第4872回,2018年3月8日,7,4,7,5
4872,第4873回,2018年3月9日,3,1,5,9
4873,第4874回,2018年3月12日,1,0,2,8
4874,第4875回,2018年3月13日,5,1,9,3
4875,第4876回,2018年3月14日,5,5,6,3
4876,第4877回,2018年3月15日,6,5,6,6
4877,第4878回,2018年3月16日,0,0,1,5
4878,第4879回,2018年3月19日,5,6,3,7
4879,第4880回,2018年3月20日,5,5,9,3
4880,第4881回,2018年3月21日,4,3,7,8
4881,第4882回,2018年3月22日,0,6,6,2
4882,第4883回,2018年3月23日,2,7,5,2
4883,第4884回,2018年3月26日,9,9,2,3
4884,第4885回,2018年3月27日,4,4,4,5
4885,第4886回,2018年3月28日,6,5,6,2
4886,第4887回,2018年3月29日,8,8,2,3
4887,第4888回,2018年3月30日,5,4,2,4
4888,第4889回,2018年4月2日,9,3,0,4
4889,第4890回,2018年4月3日,3,7,9,4
4890,第4891回,2018年4月4日,4,9,5,0
4891,第4892回,2018年4月5日,3,9,4,0
4892,第4893回,2018年4月6日,2,8,9,6
4893,第4894回,2018年4月9日,4,1,1,5
4894,第4895回,2018年4月10日,6,3,5,9
4895,第4896回,2018年4月11日,8,5,4,9
4896,第4897回,2018年4月12日,6,8,1,8
4897,第4898回,2018年4月13日,2,5,6,0
4898,第4899回,2018年4月16日,9,9,9,1
4899,第4900回,2018年4月17日,8,3,2,3
4900,第4901回,2018年4月18日,0,5,9,3
4901,第4902回,2018年4月19日,2,1,6,6
4902,第4903回,2018年4月20日,9,1,6,1
4903,第4904回,2018年4月23日,1,1,2,5
4904,第4905回,2018年4月24日,0,0,3,5
4905,第4906回,2018年4月25日,4,1,9,8
4906,第4907回,2018年4月26日,0,7,9,6
4907,第4908回,2018年4月27日,9,6,3,1
4908,第4909回,2018年4月30日,9,8,1,4
4909,第4910回,2018年5月1日,6,9,5,1
4910,第4911回,2018年5月2日,5,1,3,5
4911,第4912回,2018年5月3日,6,8,8,4
4912,第4913回,2018年5月4日,5,5,0,7
4913,第4914回,2018年5月7日,4,3,3,6
4914,第4915回,2018年5月8日,5,1,0,8
4915,第4916回,2018年5月9日,8,6,7,0
4916,第4917回,2018年5月10日,7,8,0,7
4917,第4918回,2018年5月11日,8,6,5,9
4918,第4919回,2018年5月14日,6,4,8,5
4919,第4920回,2018年5月15日,6,5,1,5
4920,第4921回,2018年5月16日,1,1,4,3
4921,第4922回,2018年5月17日,8,2,0,2
4922,第4923回,2018年5月18日,5,4,6,8
4923,第4924回,2018年5月21日,3,6,3,6
4924,第4925回,2018年5月22日,0,6,1,2
4925,第4926回,2018年5月23日,5,2,9,7
4926,第4927回,2018年5月24日,8,3,1,0
4927,第4928回,2018年5月25日,0,6,2,1
4928,第4929回,2018年5月28日,9,0,9,5
4929,第4930回,2018年5月29日,4,6,9,6
4930,第4931回,2018年5月30日,2,3,0,7
4931,第4932回,2018年5月31日,1,6,4,1
4932,第4933回,2018年6月1日,3,0,3,1
4933,第4934回,2018年6月4日,0,4,1,1
4934,第4935回,2018年6月5日,8,0,0,9
4935,第4936回,2018年6月6日,2,3,7,4
4936,第4937回,2018年6月7日,5,3,8,2
4937,第4938回,2018年6月8日,5,9,3,5
4938,第4939回,2018年6月11日,3,0,7,6
4939,第4940回,2018年6月12日,6,6,5,7
4940,第4941回,2018年6月13日,7,9,9,3
4941,第4942回,2018年6月14日,5,1,2,1
4942,第4943回,2018年6月15日,7,7,1,1
4943,第4944回,2018年6月18日,4,1,1,3
4944,第4945回,2018年6月19日,1,7,6,2
4945,第4946回,2018年6月20日,2,3,0,9
4946,第4947回,2018年6月21日,4,6,9,8
4947,第4948回,2018年6月22日,9,4,7,3
4948,第4949回,2018年6月25日,2,0,7,9
4949,第4950回,2018年6月26日,2,1,5,4
4950,第4951回,2018年6月27日,0,1,8,5
4951,第4952回,2018年6月28日,7,6,9,3
4952,第4953回,2018年6月29日,7,8,3,5
4953,第4954回,2018年7月2日,6,8,0,7
4954,第4955回,2018年7月3日,6,8,3,0
4955,第4956回,2018年7月4日,6,8,9,4
4956,第4957回,2018年7月5日,8,9,4,3
4957,第4958回,2018年7月6日,7,2,7,8
4958,第4959回,2018年7月9日,5,4,5,2
4959,第4960回,2018年7月10日,3,1,5,5
4960,第4961回,2018年7月11日,2,3,3,6
4961,第4962回,2018年7月12日,0,5,5,5
4962,第4963回,2018年7月13日,1,9,6,3
4963,第4964回,2018年7月16日,6,8,1,7
4964,第4965回,2018年7月17日,8,6,5,2
4965,第4966回,2018年7月18日,7,9,0,8
4966,第4967回,2018年7月19日,0,7,7,4
4967,第4968回,2018年7月20日,4,0,6,1
4968,第4969回,2018年7月23日,8,8,2,7
4969,第4970回,2018年7月24日,3,1,2,7
4970,第4971回,2018年7月25日,2,8,5,0
4971,第4972回,2018年7月26日,9,1,2,5
4972,第4973回,2018年7月27日,7,0,1,5
4973,第4974回,2018年7月30日,2,1,2,0
4974,第4975回,2018年7月31日,7,7,0,6
4975,第4976回,2018年8月1日,1,7,7,6
4976,第4977回,2018年8月2日,2,3,2,3
4977,第4978回,2018年8月3日,8,9,8,9
4978,第4979回,2018年8月6日,1,2,6,5
4979,第4980回,2018年8月7日,8,9,4,6
4980,第4981回,2018年8月8日,0,2,7,8
4981,第4982回,2018年8月9日,7,2,1,2
4982,第4983回,2018年8月10日,2,3,5,5
4983,第4984回,2018年8月13日,6,3,7,6
4984,第4985回,2018年8月14日,6,5,6,3
4985,第4986回,2018年8月15日,7,8,7,0
4986,第4987回,2018年8月16日,7,3,9,5
4987,第4988回,2018年8月17日,4,8,3,8
4988,第4989回,2018年8月20日,5,1,3,6
4989,第4990回,2018年8月21日,4,4,1,1
4990,第4991回,2018年8月22日,4,6,5,1
4991,第4992回,2018年8月23日,4,8,2,0
4992,第4993回,2018年8月24日,6,6,7,3
4993,第4994回,2018年8月27日,5,9,5,0
4994,第4995回,2018年8月28日,3,6,4,6
4995,第4996回,2018年8月29日,7,0,0,5
4996,第4997回,2018年8月30日,5,4,6,4
4997,第4998回,2018年8月31日,7,3,1,9
4998,第4999回,2018年9月3日,0,6,5,9
4999,第5000回,2018年9月4日,2,8,1,4
5000,第5001回,2018年9月5日,0,1,8,1
5001,第5002回,2018年9月6日,2,9,0,6
5002,第5003回,2018年9月7日,6,0,0,6
5003,第5004回,2018年9月10日,9,0,5,4
5004,第5005回,2018年9月11日,8,8,2,3
5005,第5006回,2018年9月12日,8,0,0,8
5006,第5007回,2018年9月13日,8,6,7,7
5007,第5008回,2018年9月14日,6,1,5,9
5008,第5009回,2018年9月17日,8,0,8,8
5009,第5010回,2018年9月18日,4,0,4,5
5010,第5011回,2018年9月19日,9,0,5,2
5011,第5012回,2018年9月20日,6,8,0,4
5012,第5013回,2018年9月21日,8,6,9,1
5013,第5014回,2018年9月24日,1,8,2,4
5014,第5015回,2018年9月25日,0,8,8,7
5015,第5016回,2018年9月26日,1,8,4,9
5016,第5017回,2018年9月27日,5,4,5,7
5017,第5018回,2018年9月28日,0,9,7,3
5018,第5019回,2018年10月1日,3,3,3,1
5019,第5020回,2018年10月2日,6,7,0,9
5020,第5021回,2018年10月3日,3,2,6,8
5021,第5022回,2018年10月4日,7,5,9,8
5022,第5023回,2018年10月5日,7,9,6,4
5023,第5024回,2018年10月8日,6,4,0,1
5024,第5025回,2018年10月9日,2,5,3,6
5025,第5026回,2018年10月10日,0,2,2,2
5026,第5027回,2018年10月11日,2,7,4,2
5027,第5028回,2018年10月12日,6,3,7,1
5028,第5029回,2018年10月15日,7,9,7,8
5029,第5030回,2018年10月16日,8,3,4,2
5030,第5031回,2018年10月17日,3,0,0,9
5031,第5032回,2018年10月18日,8,8,7,9
5032,第5033回,2018年10月19日,5,8,3,4
5033,第5034回,2018年10月22日,7,1,0,4
5034,第5035回,2018年10月23日,2,4,7,5
5035,第5036回,2018年10月24日,6,7,6,8
5036,第5037回,2018年10月25日,5,8,0,4
5037,第5038回,2018年10月26日,4,3,9,9
5038,第5039回,2018年10月29日,4,1,5,7
5039,第5040回,2018年10月30日,2,9,0,9
5040,第5041回,2018年10月31日,2,0,6,8
5041,第5042回,2018年11月1日,2,2,9,0
5042,第5043回,2018年11月2日,5,4,4,4
5043,第5044回,2018年11月5日,6,0,0,9
5044,第5045回,2018年11月6日,3,7,0,9
5045,第5046回,2018年11月7日,8,9,3,1
5046,第5047回,2018年11月8日,7,7,5,9
